tconst,primaryTitle,Actual,Predicted
tt0424880,Candy,7.2,7.158600000000016
tt12631654,Randu,5.8,5.872400000000002
tt4374856,Bir Varmis Bir Yokmus,5.5,6.110599999999999
tt10661710,Born a Champion,6.8,6.3903999999999925
tt1067733,"Patrik, Age 1.5",6.9,6.874800000000001
tt1951181,The Immigrant,6.6,6.592399999999989
tt0439418,7/G Rainbow Colony,7.9,5.887799999999998
tt0309530,Down with Love,6.3,5.6234
tt2247566,Kano,7.7,7.740599999999983
tt2209400,Did You... Score?,5.7,5.490799999999993
tt0432090,Bunny,5.7,5.646199999999996
tt0353357,Day of Wrath,5.4,5.034799999999986
tt0425661,The Great Yokai War,6.4,5.315999999999997
tt10702148,The Killing of Two Lovers,6.8,6.80800000000003
tt1440732,Bel Ami,5.4,5.685199999999997
tt1078912,Night at the Museum: Battle of the Smithsonian,6.0,6.238599999999998
tt8305852,All My Life,6.3,6.282600000000015
tt3689484,Castle in the Ground,5.0,5.705399999999992
tt1392214,Prisoners,8.2,7.557400000000014
tt0413099,Evan Almighty,5.4,6.0555999999999965
tt0218112,American Women,6.2,5.782799999999999
tt3259474,Stratos,7.1,6.490199999999985
tt6737766,Breaking the Limits,7.4,6.221600000000006
tt10339052,Best Sellers,6.2,6.189199999999991
tt0309565,Low Heights,7.3,6.325399999999988
tt3596492,Out of Nature,6.9,6.624600000000012
tt5483082,Daughter,6.0,6.829800000000005
tt0340377,The Station Agent,7.6,7.418399999999996
tt8569206,Little Baby,3.7,4.870599999999996
tt1323594,Despicable Me,7.6,7.240200000000003
tt0312929,What Fault Is It of Ours?,6.2,4.628199999999998
tt1193516,Recep Ivedik,4.9,4.491200000000003
tt0209958,The Cell,6.4,6.067600000000007
tt1680089,Women Vs Men,5.4,5.90779999999999
tt14483774,Shortcomings,6.4,6.552599999999976
tt0795370,The Second Wind,5.7,6.3689999999999936
tt2243393,Love Never Dies,6.6,5.908799999999994
tt4990516,You Are My Sunday,7.7,6.91899999999999
tt0407851,Hana and Alice,7.2,6.48019999999999
tt0976051,The Reader,7.6,7.010800000000013
tt20413650,The Donor Party,4.6,4.582000000000002
tt23052532,Mark Antony,6.7,6.930799999999991
tt7891470,The Merger,6.6,6.508599999999954
tt2204340,The Four,5.7,5.514400000000001
tt0446059,Fearless,7.6,6.752200000000001
tt7534068,The Trouble with You,6.2,6.526799999999976
tt1021004,Egg,6.5,6.7527999999999935
tt1313092,Animal Kingdom,7.2,4.666200000000009
tt6791730,Tumhari Sulu,7.0,6.655400000000016
tt3748528,Rogue One: A Star Wars Story,7.8,7.201399999999999
tt3655972,The Olive Tree,6.8,7.0892000000000115
tt11503178,Wild Dog,6.1,5.9826000000000095
tt2179116,The Kings of Summer,7.1,6.581399999999982
tt0377651,Cialo,6.3,5.800399999999998
tt11161374,Beyond the Law,3.7,3.760600000000002
tt3063516,Jackass Presents: Bad Grandpa,6.5,5.6838000000000015
tt8619812,Minha Vida em Marte,6.4,5.8504
tt0156757,Mad About Mambo,5.9,5.817200000000004
tt6034940,Big Big World,6.7,7.0067999999999735
tt2404555,Copperhead,5.6,5.615799999999992
tt5335314,One Step Behind the Seraphim,8.1,6.7265999999999995
tt1330607,If You Are the One,6.8,6.804800000000003
tt0833553,Ta Ra Rum Pum,5.7,5.77679999999999
tt4695548,Bad Cat,7.0,6.740199999999995
tt0954981,Cass,6.4,6.752399999999997
tt1188990,Cold Prey 2,6.1,5.572799999999998
tt1441953,Testament of Youth,7.2,7.210200000000003
tt0250081,Storytelling,6.8,6.019
tt1032846,"4 Months, 3 Weeks and 2 Days",7.9,7.614200000000002
tt5987700,Balboa Blvd,4.9,4.884599999999994
tt10736336,"Love, Spells and All That",6.7,6.798799999999979
tt15373594,Ashoka Vanamlo Arjuna Kalyanam,7.4,7.038000000000014
tt0212338,Meet the Parents,7.0,6.420600000000008
tt6927152,Rampant,6.3,6.454
tt11915042,18 Pages,7.1,6.636600000000012
tt15727212,Night Train,3.7,4.38600000000001
tt15028848,Rama Rao on Duty,5.1,5.456799999999999
tt1135941,Morgan Pålsson - Världsreporter,5.4,4.772199999999992
tt1687901,The Awakening,6.4,5.716800000000003
tt0772187,Notte prima degli esami,6.4,5.751199999999984
tt5461956,The Clapper,5.2,6.352200000000032
tt16425284,Mixed by Erry,7.1,6.761799999999989
tt12208980,Greatest Days,5.7,6.266399999999988
tt8106534,6 Underground,6.1,6.308799999999997
tt10931784,Nanny,5.3,5.258200000000002
tt1646926,Open Season 3,5.0,6.427000000000008
tt14168118,7 Prisoners,7.1,7.13879999999999
tt11909878,Hocus Pocus 2,6.0,5.631000000000003
tt7302054,Supervized,5.1,4.458600000000009
tt0485061,U Want Me 2 Kill Him?,6.3,5.387000000000004
tt2385101,Harmony Lessons,7.3,7.278200000000035
tt0867465,Vinodayathra,7.1,6.890799999999992
tt5615904,Unforgettable,7.2,7.131999999999978
tt0382189,My Summer of Love,6.7,6.507799999999991
tt2537176,I Spit on Your Grave 2,5.7,5.667800000000002
tt2332514,The Girl from Nowhere,6.1,5.618999999999993
tt0437459,Rollin' with the Nines,5.4,5.69380000000001
tt1860359,In the Shadow,7.1,6.893199999999986
tt1220213,Grace,5.2,4.5852
tt2160105,I Still See You,5.8,5.745199999999995
tt15655276,Yara,6.3,6.402799999999994
tt0212826,Bread and Roses,7.0,7.1801999999999895
tt2403021,The Green Inferno,5.3,5.767199999999999
tt2306836,Taeter City,4.8,4.451799999999991
tt3735602,Latin Lover,6.0,6.405800000000003
tt0472050,Bart Got a Room,5.7,5.5839999999999845
tt0381392,Ma mère,5.0,5.781599999999995
tt2725962,What We Did on Our Holiday,6.9,6.687200000000003
tt3343136,Sleeping Beauty,2.8,5.693399999999992
tt3014284,The Lego Ninjago Movie,6.0,6.643999999999991
tt11893676,Lord of Misrule,5.1,4.974199999999989
tt0460780,In the Name of the King: A Dungeon Siege Tale,3.8,4.6798000000000055
tt0982893,Bitter Sweetheart,5.4,5.791999999999991
tt4160708,Don't Breathe,7.1,6.568800000000008
tt1010265,Fallen Angels,6.7,5.613599999999993
tt8649252,Scrapper,7.0,7.021799999999993
tt0808526,Life During Wartime,6.4,6.142999999999996
tt4073790,The Darkest Minds,5.7,5.992000000000007
tt3722070,The Lady in the Van,6.7,6.785000000000001
tt11803064,Hunting Souls,4.0,4.064599999999995
tt8431078,Friendsgiving,4.5,5.8163999999999865
tt4851640,The Final Master,6.8,6.667399999999973
tt1294213,Solitary Man,6.3,6.213800000000012
tt3083008,The Program,6.5,6.255000000000013
tt3554046,Space Jam: A New Legacy,4.5,5.864199999999996
tt4729990,Slash,5.9,5.945599999999987
tt11210390,Asterix & Obelix: The Middle Kingdom,5.1,6.198399999999998
tt1059836,Transit,5.8,5.530800000000002
tt1273678,The Spy Next Door,5.4,5.366200000000006
tt0168856,A Fish Tale,6.0,5.788000000000011
tt0448134,Sunshine,7.2,6.834400000000007
tt1451763,Villu,3.6,4.25300000000001
tt0363768,Lightning Bug,6.4,6.208599999999991
tt2247129,Yeto Vellipoyindhi Manasu,7.3,7.147600000000008
tt1767272,388 Arletta Avenue,4.9,5.102200000000007
tt5985288,Sour Apples,7.1,6.378399999999994
tt2920540,"20,000 Days on Earth",7.4,7.149400000000019
tt1764183,Arbitrage,6.6,5.556999999999993
tt3416532,A Monster Calls,7.4,6.924000000000004
tt2510874,Yamla Pagla Deewana 2,3.4,3.702400000000006
tt10098288,Roohi,4.3,5.573200000000004
tt8530978,Beats,6.4,6.447200000000022
tt3352390,Friend Request,5.2,5.551200000000005
tt4669278,The Sound,3.5,3.5987999999999953
tt5074618,Genis Aile: Yapistir,4.8,4.243199999999998
tt1368439,Gagma napiri,7.7,7.57519999999998
tt14641788,Enola Holmes 2,6.8,6.746399999999995
tt9118870,Ente Ummante Peru,6.7,6.730199999999995
tt1791681,Treehouse,3.8,4.119799999999988
tt3136646,Soulless 2,6.1,6.3496000000000095
tt1151911,Cornered!,4.2,4.997000000000006
tt8242160,4L,5.9,6.217799999999985
tt14001894,Secret Headquarters,5.2,5.992799999999996
tt3291148,Just Jim,5.7,5.955599999999989
tt9063106,Paskal,6.5,6.537799999999994
tt10160976,The Nun II,5.6,5.8918000000000115
tt0456658,Shanghai Dreams,7.0,7.401799999999974
tt4602066,The Catcher Was a Spy,6.2,6.5385999999999855
tt6608138,I See You,7.5,6.772200000000003
tt2222042,Love and Monsters,6.9,6.081199999999992
tt4067084,The Island 2,7.0,5.484800000000005
tt3740778,Mountains May Depart,6.9,7.014599999999998
tt7556122,The Old Guard,6.7,6.362199999999994
tt1667889,Ice Age: Continental Drift,6.5,6.960199999999998
tt0270891,Costa!,4.6,6.3318000000000065
tt8488518,Bad Therapy,4.4,5.871400000000008
tt3329774,Thira,7.3,6.998800000000008
tt0486708,The Masked Gang,4.4,4.055599999999995
tt2088950,The Show,5.6,5.702399999999996
tt7549484,Firangi,4.3,4.993999999999996
tt1946310,Crazy Kind of Love,5.8,5.7384
tt2611626,Force of Execution,4.3,3.7522000000000095
tt0408790,Flightplan,6.3,6.289800000000001
tt1291465,Raajneeti,7.1,6.929000000000014
tt1468703,Bear,2.9,5.322399999999996
tt10505316,Lost Illusions,7.4,6.862600000000001
tt11697484,The 2nd,3.8,4.930199999999999
tt13782052,1000 Miles from Christmas,5.8,5.480400000000005
tt10101702,My Little Pony: A New Generation,6.8,6.775200000000002
tt0268397,Jimmy Neutron: Boy Genius,6.1,5.757799999999999
tt8688634,21 Bridges,6.6,5.926799999999993
tt1273241,Brotherhood,6.3,5.166000000000002
tt2551076,Needlessly and Causelessly,6.4,6.060399999999995
tt0344604,Après Vous,6.4,6.257399999999997
tt0453190,Raam,7.8,8.118799999999979
tt5642720,Kasaba,4.5,5.191799999999991
tt3810810,Nobody's Watching,6.6,6.395799999999964
tt0321440,Welcome to the Roses,6.1,5.832599999999992
tt1324061,The Woman with a Broken Nose,6.8,6.844200000000029
tt18235146,Club Zero,5.9,6.064999999999987
tt4065340,Arthur & Merlin,4.3,4.275599999999988
tt3013930,Hot Dog,5.8,6.084800000000017
tt0253194,Kunwara,5.1,5.976600000000006
tt1754394,Ragada,6.0,6.407799999999987
tt0467197,Max Payne,5.3,6.243800000000008
tt7461372,The Dawn,3.3,3.9670000000000027
tt14544328,Play It Cool,7.1,7.075399999999966
tt1474889,The Freebie,5.1,5.733599999999993
tt0316396,Peter Pan,6.8,6.506799999999995
tt0374273,The Tesseract,5.2,5.855599999999988
tt4827986,The Sense of an Ending,6.4,6.3917999999999955
tt1701224,My Name Is 'A' by Anonymous,4.8,4.594199999999999
tt0423166,White Nights,7.7,6.889400000000016
tt9052960,Laal Kaptaan,7.2,6.952000000000005
tt3652862,Morris from America,6.3,6.5701999999999705
tt0453729,Iqbal,8.1,6.600199999999984
tt8134742,3 from Hell,5.4,5.415600000000007
tt3472714,At Granny's House,3.8,3.8677999999999964
tt0841175,Love for Sale,7.1,6.118200000000009
tt1757772,Jackie,7.4,6.765399999999997
tt0436639,Green Chair,6.1,6.118199999999997
tt1422675,Ju-on: White Ghost,5.8,5.018200000000007
tt4126476,After,5.3,6.130600000000002
tt5638474,Wajah Tum Ho,4.4,5.697199999999996
tt19893706,Krishna Vrinda Vihari,5.8,6.157000000000003
tt1893273,The Last Letter from Your Lover,6.7,6.443399999999998
tt9558468,iSmart Shankar,5.4,5.566200000000003
tt0802983,Doraemon the Movie: Nobita's Dinosaur,7.1,6.5924000000000005
tt1651328,Our Day Will Come,6.1,6.396200000000001
tt3869392,Abandoned Dead,2.8,3.2657999999999907
tt1007029,The Iron Lady,6.4,7.154799999999976
tt8129682,Phobias,3.7,4.3896000000000015
tt13033790,Hostage House,3.9,3.9159999999999955
tt1230385,The Yellow Sea,7.3,7.029199999999994
tt0378453,"It's Not You, It's Me",6.6,6.41560000000001
tt1925493,Random Acts of Violence,5.2,4.517399999999995
tt4196832,Is That a Gun in Your Pocket?,5.0,5.221200000000005
tt23846874,Sajini Shinde Ka Viral Video,6.3,7.022200000000007
tt0907674,Amal,7.5,6.717200000000017
tt1363468,Zenith,5.5,5.212199999999998
tt0314620,De schippers van de Kameleon,6.1,5.8651999999999935
tt5091612,A Bag of Marbles,7.3,6.749999999999993
tt8875366,The Crossing,6.8,6.667200000000008
tt21807222,Saw X,6.6,5.382199999999989
tt14781036,Inside,5.5,5.7400000000000055
tt8883486,Medieval,5.9,6.458199999999989
tt1480658,Eddie: The Sleepwalking Cannibal,5.7,5.126400000000009
tt3396166,The Last Rescue,4.4,6.0893999999999995
tt1278340,Dead Snow,6.3,6.25539999999998
tt1856047,Agent Hamilton: But Not If It Concerns Your Daughter,5.6,5.502799999999991
tt15262370,Maneater,3.1,4.780199999999998
tt1877830,The Batman,7.8,7.8474000000000075
tt0293429,Mortal Kombat,6.0,6.17559999999999
tt0388311,Or (My Treasure),7.0,6.8682000000000185
tt6182078,St. Agatha,4.8,5.127599999999999
tt12298506,Black Box,6.2,5.8216
tt0384810,Around the Bend,6.4,6.5218000000000105
tt6338476,Lost in London,6.1,7.512799999999988
tt7909444,Ága,7.2,7.1070000000000055
tt8196692,Soul Hunters,3.4,3.3210000000000086
tt0466713,Military Academy,5.1,5.0567999999999955
tt21281462,Poran,7.3,6.8639999999999874
tt3732950,Body,5.2,5.405800000000001
tt7464188,In Fabric,6.2,5.837400000000002
tt0182000,The Caveman's Valentine,5.8,5.525999999999986
tt0192731,Urban Legends: Final Cut,4.4,6.006
tt2071590,Spinning Gold,5.9,6.319200000000017
tt0369672,A Love Song for Bobby Long,7.1,7.005799999999997
tt0228871,Sleepwalker,5.8,5.535000000000013
tt0358345,The Uninvited,5.7,5.746599999999986
tt0870111,Frost/Nixon,7.7,7.854399999999995
tt30216176,Lady Ballers,5.8,6.338000000000009
tt1446206,Wolfy,7.0,6.928599999999987
tt4227282,Driver from Hell,3.4,4.453
tt1535432,Crave,5.2,5.157
tt0218616,Some Voices,6.6,6.446999999999995
tt27922369,Johnny Keep Walking!,7.3,6.0166
tt1322257,Jhootha Hi Sahi,6.2,6.471799999999992
tt1352388,Nude Nuns with Big Guns,3.9,4.0687999999999995
tt2969656,Cold Eyes,7.1,6.844800000000004
tt7820846,Love Will Take Over,3.3,6.824800000000008
tt9495690,Pagalpanti,3.3,5.555999999999998
tt0284490,Showtime,5.5,5.897599999999994
tt8351882,No Surrender,5.6,5.671799999999973
tt1712057,Vaanam,7.3,7.072800000000008
tt8079248,Yesterday,6.8,6.961800000000007
tt0325703,Lara Croft: Tomb Raider - The Cradle of Life,5.5,6.286799999999985
tt1240899,Amazonia,6.5,6.095800000000002
tt0315632,Road,5.7,5.5551999999999975
tt9750864,Castle of Dreams,6.5,6.161599999999995
tt9010522,Ravening,7.8,6.312399999999994
tt3727662,Love Is a Drug,5.3,5.595999999999997
tt5577742,Clinical,5.1,4.869399999999998
tt7587876,Hope Gap,6.7,7.266999999999989
tt0461642,7 Dwarves: The Forest Is Not Enough,4.2,4.356400000000011
tt3409848,Zama,6.7,6.751800000000003
tt0295375,More Ants in the Pants,4.6,5.053999999999995
tt6265050,Shabaash Mithu,5.6,6.4346
tt0216741,Erkan & Stefan,4.9,4.576200000000003
tt5541002,Pachamama,6.8,5.632400000000005
tt0765476,Meet Dave,5.1,5.720799999999993
tt4919484,Little Men,6.7,6.6485999999999805
tt3903852,Vigilante Diaries,4.1,5.51480000000001
tt3838992,Yoga Hosers,4.2,5.336400000000004
tt8453986,The Weasel's Tale,7.2,7.266000000000012
tt11242718,The Last Victim,4.9,5.037800000000001
tt9052870,Chhichhore,8.3,7.88139999999997
tt20424130,Mob Land,5.3,4.870999999999999
tt8209702,Sleep,6.6,6.146799999999988
tt0446312,The 2 Sides of the Bed,5.6,6.010400000000006
tt2597718,Three Night Stand,4.7,5.367800000000003
tt0214529,Belphegor: Phantom of the Louvre,4.5,5.776599999999997
tt7188002,Capri-Revolution,6.1,6.381399999999993
tt20851874,Fourth of July,6.7,6.470600000000013
tt1773764,Ship of Theseus,8.0,6.709199999999999
tt2323964,Mere Dad Ki Maruti,6.4,5.7036
tt8665746,RX 100,6.9,5.683799999999994
tt0398373,The Twins Effect II,4.8,5.250200000000001
tt0800369,Thor,7.0,7.340999999999982
tt2637844,Ya ne vernus,7.1,7.039199999999997
tt4412362,My Big Night,6.1,6.341799999999996
tt0810444,The Pumpkin Karver,3.3,3.3063999999999867
tt0479500,Nancy Drew,5.9,6.086200000000001
tt4083850,Belle & Sebastian: The Adventure Continues,6.6,6.412399999999989
tt0422272,Fragile,6.0,6.227199999999998
tt2298394,Free the Nipple,4.0,4.984600000000002
tt4549224,The Standoff,5.3,5.389400000000002
tt8495600,Debt,6.3,6.118000000000012
tt0415607,The Willow Tree,7.3,7.217600000000014
tt10896398,Boogie,5.2,5.425400000000002
tt2299206,Blood Glacier,5.4,5.562400000000007
tt10504904,Blind,3.6,4.114600000000009
tt4219130,Psycho-Pass: The Movie,7.1,6.657999999999995
tt1838556,Honest Thief,6.0,5.694000000000005
tt13701962,A California Christmas: City Lights,5.6,5.758200000000002
tt6966692,Green Book,8.2,7.4120000000000115
tt11285908,Ashfall,6.2,6.331800000000005
tt2474438,Attila Marcel,7.0,7.207200000000019
tt1190080,2012,5.8,6.483999999999982
tt7294534,Arjun Reddy,7.9,7.385799999999991
tt6157626,Legend of the Demon Cat,6.2,5.565000000000009
tt0475169,13 Tzameti,7.3,6.5937999999999874
tt1131743,Necrosis,3.1,3.079799999999995
tt1290400,Double Identity,4.5,4.518399999999999
tt0472033,9,7.0,7.122000000000009
tt1114740,Paul Blart: Mall Cop,5.3,5.486400000000004
tt0765128,Oceans,7.7,6.525999999999986
tt2908856,My Old Lady,6.4,6.275600000000023
tt0363060,Shara,7.2,6.831799999999995
tt2195548,Prince Avalanche,6.3,6.370400000000002
tt0216578,Murderous Maids,6.8,6.406599999999995
tt10397854,Robo,5.8,4.714399999999995
tt19652910,EO,6.7,6.6877999999999895
tt0427327,Hairspray,6.7,6.4624
tt0429715,The Business,6.6,5.456599999999997
tt10370710,The Worst Person in the World,7.7,7.461199999999996
tt7317482,Pailwaan,6.2,6.313999999999999
tt0304141,Harry Potter and the Prisoner of Azkaban,7.9,7.533999999999983
tt0429068,The Second Chance,6.4,6.089799999999994
tt14954534,Cassandro,6.5,5.780399999999998
tt0875025,Tazza: The High Rollers,7.1,6.600400000000012
tt0422950,Phir Milenge,6.2,6.426199999999989
tt5796838,Roxanne Roxanne,6.2,6.237599999999988
tt0809951,Empties,7.2,7.051199999999977
tt13438734,Time Is Up,4.2,6.008199999999991
tt1588173,Warm Bodies,6.8,6.805999999999991
tt0482603,Space Chimps,4.5,5.828799999999996
tt7632930,Trener,6.3,6.476000000000001
tt6443346,Black Adam,6.2,6.693999999999996
tt2582846,The Fault in Our Stars,7.7,7.426599999999999
tt1980185,Memory Lane,5.0,4.919800000000001
tt1183911,Mr. Nice,6.3,6.1953999999999825
tt3500528,The Teacher's Diary,7.8,6.245400000000012
tt0821640,Ghosts of Girlfriends Past,5.8,6.276999999999996
tt1084955,Falling Up,5.6,5.652399999999981
tt7430722,War,6.5,6.125199999999993
tt3170900,Idealisten,6.9,6.194799999999988
tt6679794,Outlaw King,6.9,6.808399999999997
tt1273207,Deadheads,5.3,4.8738
tt8526872,Dolemite Is My Name,7.2,6.948799999999993
tt7942736,Spider in the Web,4.5,4.671399999999996
tt8287690,Genesis,6.8,6.565799999999976
tt0309578,Extreme Dating,5.1,5.245799999999996
tt0326900,Good Boy,5.1,5.142199999999992
tt5637542,"Ron Goossens, Low Budget Stuntman",6.1,6.0186
tt0363472,Bewafaa,4.1,5.295399999999998
tt2445178,Molly Moon and the Incredible Book of Hypnotism,5.2,5.584800000000001
tt1872194,The Judge,7.4,6.951
tt1395025,Agent Vinod,5.2,5.70319999999999
tt21237108,Judaa Hoke Bhi,5.5,4.9656
tt7807026,Your Son,6.1,6.597
tt3916700,Run Raja Run,7.3,6.010399999999996
tt7597486,Norske byggeklosser,5.7,5.413600000000009
tt0477877,Summer in Berlin,6.9,6.79020000000001
tt0822832,Marley & Me,7.0,6.594400000000002
tt1843335,Yutham Sei,7.9,7.664599999999988
tt5959980,Vada Chennai,8.4,8.045399999999994
tt8548792,The Dawnseeker,2.9,2.5832000000000037
tt0420304,Viruddh... Family Comes First,7.0,5.802799999999992
tt0384832,Battlefield Baseball,5.7,4.742199999999992
tt1198138,Obsessed,5.0,5.722999999999992
tt15560314,The Monk and the Gun,7.2,7.187400000000017
tt1272886,Small Apartments,6.1,6.041599999999993
tt0305206,American Splendor,7.4,7.175800000000003
tt15576460,Zara Hatke Zara Bachke,6.5,6.718400000000008
tt1568341,Some Guy Who Kills People,6.3,5.961000000000015
tt4643432,In the Forests of Siberia,7.0,6.634799999999994
tt4652650,Please Stand By,6.7,6.613399999999986
tt1679681,Welcome to the Space Show,6.7,6.437400000000007
tt0283426,The Jungle Book 2,5.3,5.935799999999997
tt7725596,Badhaai Ho,7.9,7.190400000000003
tt10484276,Danny. Legend. God.,5.6,5.528399999999978
tt1800734,Shiver,4.3,4.0449999999999875
tt1631867,Edge of Tomorrow,7.9,7.350000000000006
tt4558376,Downhill,4.9,6.838000000000016
tt0896534,Deadgirl,5.5,5.3888000000000025
tt27626564,Chaar Lugaai,8.3,6.6082000000000125
tt2741806,In Bloom,7.3,7.224600000000029
tt6135348,120 BPM,7.4,6.992599999999999
tt0347167,The Hero: Love Story of a Spy,5.5,5.068999999999992
tt1601913,The Grey,6.7,6.933799999999982
tt2290553,Northmen: A Viking Saga,5.4,5.5265999999999975
tt8665634,Qismat,8.1,7.965799999999982
tt0189456,Cut,4.4,4.540199999999987
tt1850419,Rhino Season,6.4,6.835799999999991
tt12921446,The Exorcist: Believer,4.8,5.388599999999998
tt1290138,Frank & Lola,5.9,5.882800000000019
tt3300542,London Has Fallen,5.9,6.118999999999993
tt4786132,Lady-Like,4.8,4.799200000000012
tt8652728,Waves,7.5,7.0641999999999925
tt0339579,Returner,6.4,5.8605999999999945
tt4685750,Much Loved,6.2,6.744000000000004
tt4441098,Cold Moon,4.6,5.41779999999999
tt1059950,One Piece: The Giant Mechanical Soldier of Karakuri Castle,6.4,5.9532000000000025
tt0472399,The Mechanic,6.5,6.4911999999999885
tt1532503,Beginners,7.2,7.079000000000006
tt1405809,Lourdes,6.9,6.182000000000001
tt3889166,Night Fare,5.5,4.9982
tt0775440,Cell,4.4,5.703000000000007
tt3890264,Breakup Buddies,6.4,5.984400000000007
tt5119116,Pyewacket,5.8,5.6874000000000215
tt7738784,Peranbu,8.7,7.672600000000004
tt11054164,Yummy,5.9,5.662600000000011
tt1244588,Magic Man,2.2,2.428800000000015
tt1650433,Sura,3.0,5.495400000000001
tt1608368,House Hunting,5.1,5.488400000000001
tt10622410,Dreamy Eyes,6.9,6.883800000000043
tt3201722,Lumberjack Man,4.2,4.189000000000015
tt10419266,BoBoiBoy Movie 2,7.1,4.593599999999997
tt4016934,The Handmaiden,8.1,7.436199999999989
tt20864704,Lifemark,6.0,6.147800000000012
tt6814080,The Thousand Faces of Dunjia,5.4,5.061799999999997
tt7137846,Breaking In,5.5,5.598000000000012
tt5931338,Horror Hotel: The Movie,4.3,4.274399999999984
tt11656220,Midnight in the Switchgrass,4.5,5.187600000000002
tt4575328,2036 Origin Unknown,4.3,4.762400000000009
tt11559138,Young Hunter,6.1,6.673999999999956
tt2435458,Last Weekend,5.5,6.6253999999999955
tt2290840,Masquerade,7.8,7.198999999999994
tt0168446,Aberdeen,7.1,6.361599999999995
tt4693358,OtherLife,6.2,5.909999999999997
tt2196017,Mig äger ingen,6.8,6.436799999999991
tt1047490,Lo,6.4,5.5382000000000104
tt2707858,Yves Saint Laurent,6.2,6.552800000000001
tt0457495,Stormbreaker,5.1,5.605600000000009
tt8427036,Helicopter Eela,5.5,6.397399999999993
tt0172543,He Died with a Felafel in His Hand,7.0,5.8002
tt0419256,Wah-Wah,6.7,6.989799999999992
tt5143704,Green is Gold,6.0,5.862000000000001
tt9244554,Last Looks,5.8,5.528199999999995
tt1008017,Palermo Shooting,6.1,6.545600000000014
tt5488854,Tales of an Immoral Couple,6.9,6.229999999999997
tt0368962,Mirage,7.5,7.353999999999994
tt3647498,Blood Father,6.4,6.033199999999985
tt0790799,$9.99,6.7,6.603
tt4104022,People Places Things,6.8,6.782399999999993
tt14696284,Better Nate Than Ever,6.4,6.339400000000001
tt3320500,The Axe Murders of Villisca,4.1,4.313400000000004
tt0460480,Colossal Youth,6.9,6.7796000000000065
tt0997184,A Gentle Breeze in the Village,7.2,6.125600000000006
tt1891755,Billa 2,6.1,6.124000000000003
tt2617676,Thalaivaa,6.2,6.994600000000002
tt1699755,Peeples,5.4,5.809000000000001
tt1230372,Endure,5.2,5.180000000000001
tt1946502,UglyDolls,5.1,5.965200000000002
tt13845652,Rose,7.6,6.763599999999991
tt6322902,Haunted,4.7,4.631599999999999
tt7026672,Every Day,6.4,5.914800000000004
tt3672120,Pottersville,5.5,5.364000000000013
tt1359552,Antaheen,7.8,7.175599999999999
tt0359254,Rolling Family,6.5,6.851400000000032
tt10695464,The Source of Shadows,4.6,4.0735999999999954
tt2043979,Rose,7.5,6.656199999999989
tt1272013,Brain Drain,4.7,5.601999999999995
tt3348730,Jigsaw,5.7,5.335799999999998
tt4932388,Let Yourself Go,6.0,6.024600000000008
tt2836434,The Badger Game,5.3,5.1928
tt0327597,Coraline,7.7,7.2428000000000035
tt1910498,Alien Armageddon,2.1,3.111800000000002
tt1674784,Trespass,5.3,5.948599999999997
tt0314170,"Lucía, Lucía",6.0,6.075999999999987
tt6433832,The Tree of Blood,6.4,6.583800000000008
tt1196141,Diary of a Wimpy Kid,6.2,6.0142000000000015
tt2948266,Dealin' with Idiots,5.4,5.6746
tt0277744,Dead Heat,5.2,5.219399999999992
tt2381991,The Huntsman: Winter's War,6.1,6.382400000000009
tt3867086,Made in Egypt,5.3,4.925600000000003
tt1192613,Onechanbara: The Movie,4.7,4.5186000000000055
tt11375428,Hridayam,8.1,7.572799999999993
tt0924274,Rakhi: Highly Inflammable,6.3,5.912200000000011
tt2427502,Easy Money III: Life Deluxe,6.2,6.378399999999996
tt0405163,The Amateurs,6.2,5.812599999999989
tt4954522,Raw,7.0,6.458000000000001
tt1795702,Wild Bill,7.2,6.68579999999998
tt0188453,Birthday Girl,6.0,5.982000000000008
tt1924245,Cry Macho,5.7,6.566200000000002
tt0482461,Barry Munday,5.8,5.7826
tt2404463,The Heat,6.6,7.0249999999999835
tt0369036,Udhaya,4.5,6.1692
tt0216651,Vampire Hunter D: Bloodlust,7.6,7.319799999999978
tt8591526,Fremont,6.9,6.68220000000001
tt6012380,Ordinary Love,6.6,6.703600000000001
tt0452625,Good Luck Chuck,5.6,6.097200000000003
tt14145426,Beavis and Butt-Head Do the Universe,7.0,5.867800000000002
tt2247692,2016: Obama's America,4.8,5.244200000000001
tt2465140,The Single Moms Club,5.4,5.194399999999999
tt11265320,Escape the Field,4.4,4.337800000000013
tt6078866,Soni,7.1,7.0887999999999565
tt13197812,"Goodbye, Petrushka",5.6,5.5203999999999755
tt0795505,Undead or Alive: A Zombedy,5.1,4.505399999999996
tt12642180,Ram Singh Charlie,7.9,6.133199999999993
tt0226935,Chelsea Walls,4.9,6.270200000000008
tt2310792,Healing,6.7,6.669199999999968
tt0426459,Feast,6.2,5.8666
tt1600438,Scents and Sensibility,5.4,5.440999999999989
tt6108090,Secret Superstar,7.8,7.445399999999991
tt3157466,The Anderssons Rock the Mountains,4.1,5.389599999999996
tt7784604,Hereditary,7.3,6.959599999999999
tt10032342,Cosas imposibles,7.7,7.100199999999999
tt0355611,Jonny Vang,6.3,6.367399999999996
tt7252000,Maktub,7.2,6.307599999999995
tt0465375,After Sex,5.5,5.497
